case_id,event_position,activity_name,timestamp,label,anomaly_type,anomaly_description
215,5,Activity D,,normal,-,-
215,6,Activity S,,normal,-,-
215,7,Activity B,,normal,-,-
215,8,■,,normal,-,-
216,0,▶,,normal,-,-
216,1,Activity A,,normal,-,-
216,2,Activity C,,normal,-,-
216,3,Activity L,,normal,-,-
216,4,Activity P,,normal,-,-
216,5,Activity M,,normal,-,-
216,6,Activity D,,normal,-,-
216,7,Activity S,,normal,-,-
216,8,Activity B,,normal,-,-
216,9,■,,normal,-,-
217,0,▶,,normal,-,-
217,1,Activity A,,normal,-,-
217,2,Activity T,,normal,-,-
217,3,Activity AN,,normal,-,-
217,4,Activity AS,,normal,-,-
217,5,Activity AV,,normal,-,-
217,6,Activity AT,,normal,-,-
217,7,Activity AO,,normal,-,-
217,8,Activity U,,normal,-,-
217,9,Activity B,,normal,-,-
217,10,■,,normal,-,-
218,0,▶,,normal,-,-
218,1,Activity A,,normal,-,-
218,2,Activity T,,normal,-,-
218,3,Activity V,,normal,-,-
218,4,Activity X,,normal,-,-
218,5,Activity W,,normal,-,-
218,6,Activity AB,,normal,-,-
218,7,Activity U,,normal,-,-
218,8,Activity B,,normal,-,-
218,9,■,,normal,-,-
219,0,▶,,normal,-,-
219,1,Activity A,,normal,-,-
219,2,Activity BZ,,normal,-,-
219,3,Activity B,,normal,-,-
219,4,■,,normal,-,-
220,0,▶,,normal,-,-
220,1,Activity A,,normal,-,-
220,2,Activity T,,normal,-,-
220,3,Activity AN,,normal,-,-
220,4,Activity AQ,,normal,-,-
220,5,Activity AR,,normal,-,-
220,6,Activity AO,,normal,-,-
220,7,Activity U,,normal,-,-
220,8,Activity B,,normal,-,-
220,9,■,,normal,-,-
221,0,▶,,normal,-,-
221,1,Activity A,,normal,-,-
221,2,Activity C,,normal,-,-
221,3,Activity E,,normal,-,-
221,4,Activity F,,normal,-,-
221,5,Activity D,,normal,-,-
221,6,Activity S,,normal,-,-
221,7,Activity B,,normal,-,-
221,8,■,,normal,-,-
222,0,▶,,normal,-,-
222,1,Activity A,,normal,-,-
222,2,Activity T,,normal,-,-
222,3,Activity AC,,normal,-,-
222,4,Activity AI,,normal,-,-
222,5,Activity AJ,,normal,-,-
222,6,Activity AD,,normal,-,-
222,7,Activity U,,normal,-,-
222,8,Activity B,,normal,-,-
222,9,■,,normal,-,-
223,0,▶,,normal,-,-
223,1,Activity A,,normal,-,-
223,2,Activity BZ,,normal,-,-
223,3,Activity B,,normal,-,-
223,4,■,,normal,-,-
224,0,▶,,normal,-,-
224,1,Activity A,,normal,-,-
224,2,Activity T,,normal,-,-
224,3,Activity AN,,normal,-,-
224,4,Activity AQ,,normal,-,-
224,5,Activity AR,,normal,-,-
224,6,Activity AO,,normal,-,-
224,7,Activity U,,normal,-,-
224,8,Activity B,,normal,-,-
224,9,■,,normal,-,-
225,0,▶,,normal,-,-
225,1,Activity A,,normal,-,-
225,2,Activity T,,normal,-,-
225,3,Activity AN,,normal,-,-
225,4,Activity AP,,normal,-,-
225,5,Activity AO,,normal,-,-
225,6,Activity U,,normal,-,-
225,7,Activity B,,normal,-,-
225,8,■,,normal,-,-
226,0,▶,,normal,-,-
226,1,Activity A,,normal,-,-
226,2,Activity T,,normal,-,-
226,3,Activity AK,,normal,-,-
226,4,Activity AL,,normal,-,-
226,5,Activity AM,,normal,-,-
226,6,Activity U,,normal,-,-
226,7,Activity B,,normal,-,-
226,8,■,,normal,-,-
227,0,▶,,normal,-,-
227,1,Activity A,,normal,-,-
227,2,Activity C,,normal,-,-
227,3,Activity L,,normal,-,-
227,4,Activity Q,,normal,-,-
227,5,Activity M,,normal,-,-
227,6,Activity D,,normal,-,-
227,7,Activity S,,normal,-,-
227,8,Activity B,,normal,-,-
227,9,■,,normal,-,-
228,0,▶,,normal,-,-
228,1,Activity A,,normal,-,-
228,2,Activity T,,normal,-,-
228,3,Activity AK,,normal,-,-
228,4,Activity AL,,normal,-,-
228,5,Activity AM,,normal,-,-
228,6,Activity U,,normal,-,-
228,7,Activity B,,normal,-,-
228,8,■,,normal,-,-
229,0,▶,,normal,-,-
229,1,Activity A,,normal,-,-
229,2,Activity T,,normal,-,-
229,3,Activity AK,,normal,-,-
229,4,Activity AL,,normal,-,-
229,5,Activity AM,,normal,-,-
229,6,Activity U,,normal,-,-
229,7,Activity B,,normal,-,-
229,8,■,,normal,-,-
230,0,▶,,normal,-,-
230,1,Activity A,,normal,-,-
230,2,Activity BC,,normal,-,-
230,3,Activity B,,normal,-,-
230,4,■,,normal,-,-
231,0,▶,,normal,-,-
231,1,Activity A,,normal,-,-
231,2,Activity BD,,normal,-,-
231,3,Activity BJ,,normal,-,-
231,4,Activity BN,,normal,-,-
231,5,Activity BK,,normal,-,-
231,6,Activity BE,,normal,-,-
231,7,Activity BQ,,normal,-,-
231,8,Activity BR,,normal,-,-
231,9,Activity BV,,normal,-,-
231,10,Activity BS,,normal,-,-
231,11,Activity B,,normal,-,-
231,12,■,,normal,-,-
232,0,▶,,normal,-,-
232,1,Activity A,,normal,-,-
232,2,Activity T,,normal,-,-
232,3,Activity AC,,normal,-,-
232,4,Activity AI,,normal,-,-
232,5,Activity AJ,,normal,-,-
232,6,Activity AD,,normal,-,-
232,7,Activity U,,normal,-,-
232,8,Activity B,,normal,-,-
232,9,■,,normal,-,-
233,0,▶,,normal,-,-
233,1,Activity A,,normal,-,-
233,2,Activity C,,normal,-,-
233,3,Activity R,,normal,-,-
233,4,Activity D,,normal,-,-
233,5,Activity S,,normal,-,-
233,6,Activity B,,normal,-,-
233,7,■,,normal,-,-
234,0,▶,,normal,-,-
234,1,Activity A,,normal,-,-
234,2,Activity T,,normal,-,-
234,3,Activity AN,,normal,-,-
234,4,Activity AQ,,normal,-,-
234,5,Activity AR,,normal,-,-
234,6,Activity AO,,normal,-,-
234,7,Activity U,,normal,-,-
234,8,Activity B,,normal,-,-
234,9,■,,normal,-,-
235,0,▶,,normal,-,-
235,1,Activity A,,normal,-,-
235,2,Activity BD,,normal,-,-
235,3,Activity BP,,normal,-,-
235,4,Activity BE,,normal,-,-
235,5,Activity BQ,,normal,-,-
235,6,Activity BR,,normal,-,-
235,7,Activity BV,,normal,-,-
235,8,Activity BS,,normal,-,-
235,9,Activity B,,normal,-,-
235,10,■,,normal,-,-
236,0,▶,,normal,-,-
236,1,Activity A,,normal,-,-
236,2,Activity BD,,normal,-,-
236,3,Activity BO,,normal,-,-
236,4,Activity BE,,normal,-,-
236,5,Activity BQ,,normal,-,-
236,6,Activity BR,,normal,-,-
236,7,Activity BT,,normal,-,-
236,8,Activity BS,,normal,-,-
236,9,Activity B,,normal,-,-
236,10,■,,normal,-,-
237,0,▶,,normal,-,-
237,1,Activity A,,normal,-,-
237,2,Activity BC,,normal,-,-
237,3,Activity B,,normal,-,-
237,4,■,,normal,-,-
238,0,▶,,normal,-,-
238,1,Activity A,,normal,-,-
238,2,Activity T,,normal,-,-
238,3,Activity AN,,normal,-,-
238,4,Activity AP,,normal,-,-
238,5,Activity AO,,normal,-,-
238,6,Activity U,,normal,-,-
238,7,Activity B,,normal,-,-
238,8,■,,normal,-,-
239,0,▶,,normal,-,-
239,1,Activity A,,normal,-,-
239,2,Activity BC,,normal,-,-
239,3,Activity B,,normal,-,-
239,4,■,,normal,-,-
240,0,▶,,normal,-,-
240,1,Activity A,,normal,-,-
240,2,Activity T,,normal,-,-
240,3,Activity AN,,normal,-,-
240,4,Activity AS,,normal,-,-
240,5,Activity AV,,normal,-,-
240,6,Activity AT,,normal,-,-
240,7,Activity AO,,normal,-,-
240,8,Activity U,,normal,-,-
240,9,Activity B,,normal,-,-
240,10,■,,normal,-,-
241,0,▶,,normal,-,-
241,1,Activity A,,normal,-,-
241,2,Activity T,,normal,-,-
241,3,Activity AK,,normal,-,-
241,4,Activity AL,,normal,-,-
241,5,Activity AM,,normal,-,-
241,6,Activity U,,normal,-,-
241,7,Activity B,,normal,-,-
241,8,■,,normal,-,-
242,0,▶,,normal,-,-
242,1,Activity A,,normal,-,-
242,2,Activity C,,normal,-,-
242,3,Activity L,,normal,-,-
242,4,Activity O,,normal,-,-
242,5,Activity M,,normal,-,-
242,6,Activity D,,normal,-,-
242,7,Activity S,,normal,-,-
242,8,Activity B,,normal,-,-
242,9,■,,normal,-,-
243,0,▶,,normal,-,-
243,1,Activity A,,normal,-,-
243,2,Activity T,,normal,-,-
243,3,Activity AK,,normal,-,-
243,4,Activity AL,,normal,-,-
243,5,Activity AM,,normal,-,-
243,6,Activity U,,normal,-,-
243,7,Activity B,,normal,-,-
243,8,■,,normal,-,-
244,0,▶,,normal,-,-
244,1,Activity A,,normal,-,-
244,2,Activity BD,,normal,-,-
244,3,Activity BP,,normal,-,-
244,4,Activity BE,,normal,-,-
244,5,Activity BQ,,normal,-,-
244,6,Activity BR,,normal,-,-
244,7,Activity BT,,normal,-,-
244,8,Activity BS,,normal,-,-
244,9,Activity B,,normal,-,-
244,10,■,,normal,-,-
245,0,▶,,normal,-,-
245,1,Activity A,,normal,-,-
245,2,Activity C,,normal,-,-
245,3,Activity E,,normal,-,-
245,4,Activity F,,normal,-,-
245,5,Activity D,,normal,-,-
245,6,Activity S,,normal,-,-
245,7,Activity B,,normal,-,-
245,8,■,,normal,-,-
246,0,▶,,normal,-,-
246,1,Activity A,,normal,-,-
246,2,Activity T,,normal,-,-
246,3,Activity AN,,normal,-,-
246,4,Activity AQ,,normal,-,-
246,5,Activity AR,,normal,-,-
246,6,Activity AO,,normal,-,-
246,7,Activity U,,normal,-,-
246,8,Activity B,,normal,-,-
246,9,■,,normal,-,-
247,0,▶,,normal,-,-
247,1,Activity A,,normal,-,-
247,2,Activity T,,normal,-,-
247,3,Activity AK,,normal,-,-
247,4,Activity AL,,normal,-,-
247,5,Activity AM,,normal,-,-
247,6,Activity U,,normal,-,-
247,7,Activity B,,normal,-,-
247,8,■,,normal,-,-
248,0,▶,,normal,-,-
248,1,Activity A,,normal,-,-
248,2,Activity C,,normal,-,-
248,3,Activity L,,normal,-,-
248,4,Activity P,,normal,-,-
248,5,Activity M,,normal,-,-
248,6,Activity D,,normal,-,-
248,7,Activity S,,normal,-,-
248,8,Activity B,,normal,-,-
248,9,■,,normal,-,-
249,0,▶,,normal,-,-
249,1,Activity A,,normal,-,-
249,2,Activity T,,normal,-,-
249,3,Activity AN,,normal,-,-
249,4,Activity AP,,normal,-,-
249,5,Activity AO,,normal,-,-
249,6,Activity U,,normal,-,-
249,7,Activity B,,normal,-,-
249,8,■,,normal,-,-
250,0,▶,,normal,-,-
250,1,Activity A,,normal,-,-
250,2,Activity T,,normal,-,-
250,3,Activity AN,,normal,-,-
250,4,Activity AQ,,normal,-,-
250,5,Activity AR,,normal,-,-
250,6,Activity AO,,normal,-,-
250,7,Activity U,,normal,-,-
250,8,Activity B,,normal,-,-
250,9,■,,normal,-,-
251,0,▶,,normal,-,-
251,1,Activity A,,normal,-,-
251,2,Activity BZ,,normal,-,-
251,3,Activity B,,normal,-,-
251,4,■,,normal,-,-
252,0,▶,,anomalous,Rework,"{'size': 3, 'start': 7, 'inserted': [{'name': 'Activity AL', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AM', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity U', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
252,1,Activity A,,anomalous,Rework,"{'size': 3, 'start': 7, 'inserted': [{'name': 'Activity AL', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AM', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity U', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
252,2,Activity T,,anomalous,Rework,"{'size': 3, 'start': 7, 'inserted': [{'name': 'Activity AL', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AM', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity U', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
252,3,Activity AK,,anomalous,Rework,"{'size': 3, 'start': 7, 'inserted': [{'name': 'Activity AL', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AM', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity U', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
252,4,Activity AL,,anomalous,Rework,"{'size': 3, 'start': 7, 'inserted': [{'name': 'Activity AL', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AM', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity U', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
252,5,Activity AM,,anomalous,Rework,"{'size': 3, 'start': 7, 'inserted': [{'name': 'Activity AL', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AM', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity U', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
252,6,Activity U,,anomalous,Rework,"{'size': 3, 'start': 7, 'inserted': [{'name': 'Activity AL', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AM', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity U', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
252,7,Activity B,,anomalous,Rework,"{'size': 3, 'start': 7, 'inserted': [{'name': 'Activity AL', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AM', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity U', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
252,8,Activity AL,,anomalous,Rework,"{'size': 3, 'start': 7, 'inserted': [{'name': 'Activity AL', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AM', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity U', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
252,9,Activity AM,,anomalous,Rework,"{'size': 3, 'start': 7, 'inserted': [{'name': 'Activity AL', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AM', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity U', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
252,10,Activity U,,anomalous,Rework,"{'size': 3, 'start': 7, 'inserted': [{'name': 'Activity AL', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AM', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity U', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
252,11,■,,anomalous,Rework,"{'size': 3, 'start': 7, 'inserted': [{'name': 'Activity AL', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AM', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity U', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
253,0,▶,,normal,-,-
253,1,Activity A,,normal,-,-
253,2,Activity C,,normal,-,-
253,3,Activity R,,normal,-,-
253,4,Activity D,,normal,-,-
253,5,Activity S,,normal,-,-
253,6,Activity B,,normal,-,-
253,7,■,,normal,-,-
254,0,▶,,normal,-,-
254,1,Activity A,,normal,-,-
254,2,Activity T,,normal,-,-
254,3,Activity AK,,normal,-,-
254,4,Activity AL,,normal,-,-
254,5,Activity AM,,normal,-,-
254,6,Activity U,,normal,-,-
254,7,Activity B,,normal,-,-
254,8,■,,normal,-,-
255,0,▶,,normal,-,-
255,1,Activity A,,normal,-,-
255,2,Activity T,,normal,-,-
255,3,Activity AK,,normal,-,-
255,4,Activity AL,,normal,-,-
255,5,Activity AM,,normal,-,-
255,6,Activity U,,normal,-,-
255,7,Activity B,,normal,-,-
255,8,■,,normal,-,-
256,0,▶,,normal,-,-
256,1,Activity A,,normal,-,-
256,2,Activity T,,normal,-,-
256,3,Activity AN,,normal,-,-
256,4,Activity AQ,,normal,-,-
256,5,Activity AR,,normal,-,-
256,6,Activity AO,,normal,-,-
256,7,Activity U,,normal,-,-
256,8,Activity B,,normal,-,-
256,9,■,,normal,-,-
257,0,▶,,anomalous,Early,"{'shift_from': 6, 'shift_to': 0, 'size': 1}"
257,1,Activity S,,anomalous,Early,"{'shift_from': 6, 'shift_to': 0, 'size': 1}"
257,2,Activity A,,anomalous,Early,"{'shift_from': 6, 'shift_to': 0, 'size': 1}"
257,3,Activity C,,anomalous,Early,"{'shift_from': 6, 'shift_to': 0, 'size': 1}"
257,4,Activity E,,anomalous,Early,"{'shift_from': 6, 'shift_to': 0, 'size': 1}"
257,5,Activity F,,anomalous,Early,"{'shift_from': 6, 'shift_to': 0, 'size': 1}"
257,6,Activity D,,anomalous,Early,"{'shift_from': 6, 'shift_to': 0, 'size': 1}"
257,7,Activity B,,anomalous,Early,"{'shift_from': 6, 'shift_to': 0, 'size': 1}"
257,8,■,,anomalous,Early,"{'shift_from': 6, 'shift_to': 0, 'size': 1}"
258,0,▶,,normal,-,-
258,1,Activity A,,normal,-,-
258,2,Activity T,,normal,-,-
258,3,Activity V,,normal,-,-
258,4,Activity Y,,normal,-,-
258,5,Activity W,,normal,-,-
258,6,Activity AB,,normal,-,-
258,7,Activity U,,normal,-,-
258,8,Activity B,,normal,-,-
258,9,■,,normal,-,-
259,0,▶,,normal,-,-
259,1,Activity A,,normal,-,-
259,2,Activity BD,,normal,-,-
259,3,Activity BJ,,normal,-,-
259,4,Activity BM,,normal,-,-
259,5,Activity BK,,normal,-,-
259,6,Activity BE,,normal,-,-
259,7,Activity BQ,,normal,-,-
259,8,Activity BR,,normal,-,-
259,9,Activity BY,,normal,-,-
259,10,Activity BS,,normal,-,-
259,11,Activity B,,normal,-,-
259,12,■,,normal,-,-
260,0,▶,,normal,-,-
260,1,Activity A,,normal,-,-
260,2,Activity BZ,,normal,-,-
260,3,Activity B,,normal,-,-
260,4,■,,normal,-,-
261,0,▶,,normal,-,-
261,1,Activity A,,normal,-,-
261,2,Activity T,,normal,-,-
261,3,Activity AK,,normal,-,-
261,4,Activity AL,,normal,-,-
261,5,Activity AM,,normal,-,-
261,6,Activity U,,normal,-,-
261,7,Activity B,,normal,-,-
261,8,■,,normal,-,-
262,0,▶,,normal,-,-
262,1,Activity A,,normal,-,-
262,2,Activity C,,normal,-,-
262,3,Activity L,,normal,-,-
262,4,Activity N,,normal,-,-
262,5,Activity M,,normal,-,-
262,6,Activity D,,normal,-,-
262,7,Activity S,,normal,-,-
262,8,Activity B,,normal,-,-
262,9,■,,normal,-,-
263,0,▶,,normal,-,-
263,1,Activity A,,normal,-,-
263,2,Activity T,,normal,-,-
263,3,Activity AK,,normal,-,-
263,4,Activity AL,,normal,-,-
263,5,Activity AM,,normal,-,-
263,6,Activity U,,normal,-,-
263,7,Activity B,,normal,-,-
263,8,■,,normal,-,-
264,0,▶,,normal,-,-
264,1,Activity A,,normal,-,-
264,2,Activity BZ,,normal,-,-
264,3,Activity B,,normal,-,-
264,4,■,,normal,-,-
265,0,▶,,normal,-,-
265,1,Activity A,,normal,-,-
265,2,Activity BZ,,normal,-,-
265,3,Activity B,,normal,-,-
265,4,■,,normal,-,-
266,0,▶,,normal,-,-
266,1,Activity A,,normal,-,-
266,2,Activity C,,normal,-,-
266,3,Activity L,,normal,-,-
266,4,Activity O,,normal,-,-
266,5,Activity M,,normal,-,-
266,6,Activity D,,normal,-,-
266,7,Activity S,,normal,-,-
266,8,Activity B,,normal,-,-
266,9,■,,normal,-,-
267,0,▶,,normal,-,-
267,1,Activity A,,normal,-,-
267,2,Activity BC,,normal,-,-
267,3,Activity B,,normal,-,-
267,4,■,,normal,-,-
268,0,▶,,normal,-,-
268,1,Activity A,,normal,-,-
268,2,Activity BC,,normal,-,-
268,3,Activity B,,normal,-,-
268,4,■,,normal,-,-
269,0,▶,,normal,-,-
269,1,Activity A,,normal,-,-
269,2,Activity T,,normal,-,-
269,3,Activity AK,,normal,-,-
269,4,Activity AL,,normal,-,-
269,5,Activity AM,,normal,-,-
269,6,Activity U,,normal,-,-
269,7,Activity B,,normal,-,-
269,8,■,,normal,-,-
270,0,▶,,normal,-,-
270,1,Activity A,,normal,-,-
270,2,Activity C,,normal,-,-
270,3,Activity L,,normal,-,-
270,4,Activity P,,normal,-,-
270,5,Activity M,,normal,-,-
270,6,Activity D,,normal,-,-
270,7,Activity S,,normal,-,-
270,8,Activity B,,normal,-,-
270,9,■,,normal,-,-
271,0,▶,,normal,-,-
271,1,Activity A,,normal,-,-
271,2,Activity T,,normal,-,-
271,3,Activity AK,,normal,-,-
271,4,Activity AL,,normal,-,-
271,5,Activity AM,,normal,-,-
271,6,Activity U,,normal,-,-
271,7,Activity B,,normal,-,-
271,8,■,,normal,-,-
272,0,▶,,normal,-,-
272,1,Activity A,,normal,-,-
272,2,Activity T,,normal,-,-
272,3,Activity AK,,normal,-,-
272,4,Activity AL,,normal,-,-
272,5,Activity AM,,normal,-,-
272,6,Activity U,,normal,-,-
272,7,Activity B,,normal,-,-
272,8,■,,normal,-,-
273,0,▶,,anomalous,Rework,"{'size': 3, 'start': 3, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity BZ', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
273,1,Activity A,,anomalous,Rework,"{'size': 3, 'start': 3, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity BZ', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
273,2,Activity BZ,,anomalous,Rework,"{'size': 3, 'start': 3, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity BZ', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
273,3,Activity B,,anomalous,Rework,"{'size': 3, 'start': 3, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity BZ', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
273,4,Activity A,,anomalous,Rework,"{'size': 3, 'start': 3, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity BZ', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
273,5,Activity BZ,,anomalous,Rework,"{'size': 3, 'start': 3, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity BZ', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
273,6,Activity B,,anomalous,Rework,"{'size': 3, 'start': 3, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity BZ', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
273,7,■,,anomalous,Rework,"{'size': 3, 'start': 3, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity BZ', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
274,0,▶,,normal,-,-
274,1,Activity A,,normal,-,-
274,2,Activity T,,normal,-,-
274,3,Activity AN,,normal,-,-
274,4,Activity AP,,normal,-,-
274,5,Activity AO,,normal,-,-
274,6,Activity U,,normal,-,-
274,7,Activity B,,normal,-,-
274,8,■,,normal,-,-
275,0,▶,,normal,-,-
275,1,Activity A,,normal,-,-
275,2,Activity T,,normal,-,-
275,3,Activity AN,,normal,-,-
275,4,Activity AP,,normal,-,-
275,5,Activity AO,,normal,-,-
275,6,Activity U,,normal,-,-
275,7,Activity B,,normal,-,-
275,8,■,,normal,-,-
276,0,▶,,normal,-,-
276,1,Activity A,,normal,-,-
276,2,Activity T,,normal,-,-
276,3,Activity AN,,normal,-,-
276,4,Activity AS,,normal,-,-
276,5,Activity AU,,normal,-,-
276,6,Activity AT,,normal,-,-
276,7,Activity AO,,normal,-,-
276,8,Activity U,,normal,-,-
276,9,Activity B,,normal,-,-
276,10,■,,normal,-,-
277,0,▶,,normal,-,-
277,1,Activity A,,normal,-,-
277,2,Activity T,,normal,-,-
277,3,Activity AK,,normal,-,-
277,4,Activity AL,,normal,-,-
277,5,Activity AM,,normal,-,-
277,6,Activity U,,normal,-,-
277,7,Activity B,,normal,-,-
277,8,■,,normal,-,-
278,0,▶,,normal,-,-
278,1,Activity A,,normal,-,-
278,2,Activity T,,normal,-,-
278,3,Activity AN,,normal,-,-
278,4,Activity AP,,normal,-,-
278,5,Activity AO,,normal,-,-
278,6,Activity U,,normal,-,-
278,7,Activity B,,normal,-,-
278,8,■,,normal,-,-
279,0,▶,,anomalous,Insert,{'indices': [2]}
279,1,Activity A,,anomalous,Insert,{'indices': [2]}
279,2,Activity T,,anomalous,Insert,{'indices': [2]}
279,3,Random activity 62,,anomalous,Insert,{'indices': [2]}
279,4,Activity AN,,anomalous,Insert,{'indices': [2]}
279,5,Activity AQ,,anomalous,Insert,{'indices': [2]}
279,6,Activity AR,,anomalous,Insert,{'indices': [2]}
279,7,Activity AO,,anomalous,Insert,{'indices': [2]}
279,8,Activity U,,anomalous,Insert,{'indices': [2]}
279,9,Activity B,,anomalous,Insert,{'indices': [2]}
279,10,■,,anomalous,Insert,{'indices': [2]}
280,0,▶,,normal,-,-
280,1,Activity A,,normal,-,-
280,2,Activity T,,normal,-,-
280,3,Activity AN,,normal,-,-
280,4,Activity AP,,normal,-,-
280,5,Activity AO,,normal,-,-
280,6,Activity U,,normal,-,-
280,7,Activity B,,normal,-,-
280,8,■,,normal,-,-
281,0,▶,,normal,-,-
281,1,Activity A,,normal,-,-
281,2,Activity T,,normal,-,-
281,3,Activity AK,,normal,-,-
281,4,Activity AL,,normal,-,-
281,5,Activity AM,,normal,-,-
281,6,Activity U,,normal,-,-
281,7,Activity B,,normal,-,-
281,8,■,,normal,-,-
282,0,▶,,normal,-,-
282,1,Activity A,,normal,-,-
282,2,Activity C,,normal,-,-
282,3,Activity L,,normal,-,-
282,4,Activity P,,normal,-,-
282,5,Activity M,,normal,-,-
282,6,Activity D,,normal,-,-
282,7,Activity S,,normal,-,-
282,8,Activity B,,normal,-,-
282,9,■,,normal,-,-
283,0,▶,,normal,-,-
283,1,Activity A,,normal,-,-
283,2,Activity C,,normal,-,-
283,3,Activity R,,normal,-,-
283,4,Activity D,,normal,-,-
283,5,Activity S,,normal,-,-
283,6,Activity B,,normal,-,-
283,7,■,,normal,-,-
284,0,▶,,normal,-,-
284,1,Activity A,,normal,-,-
284,2,Activity BZ,,normal,-,-
284,3,Activity B,,normal,-,-
284,4,■,,normal,-,-
285,0,▶,,normal,-,-
285,1,Activity A,,normal,-,-
285,2,Activity T,,normal,-,-
285,3,Activity AN,,normal,-,-
285,4,Activity AP,,normal,-,-
285,5,Activity AO,,normal,-,-
285,6,Activity U,,normal,-,-
285,7,Activity B,,normal,-,-
285,8,■,,normal,-,-
286,0,▶,,normal,-,-
286,1,Activity A,,normal,-,-
